NAME;POS;NAT;COUNTRY;MINUTES_PLAYED;GOALS;ASSISTS;YELLOW_CARDS;RED_CARDS;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
M. Cash;DR;0.0;Poland;90;0.0;0.0;0.0;0.0;1.0;1.0;1/1;0/0;8/2;2.0;0.0;0.0;9.0;0.0;52.0;0.0;3.0;0.0;32.0;97%;7.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
E. Konsa;DCR;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;5/4;7/5;6.0;1.0;0.0;4.0;0.0;65.0;0.0;3.0;0.0;55.0;96%;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
Pau Torres;DCL;0.0;Spain;90;0.0;0.0;0.0;0.0;2.0;0.0;0/0;4/0;0/0;5.0;0.0;0.0;3.0;0.0;57.0;0.0;1.0;0.0;48.0;98%;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
I. Maatsen;DL;0.0;Netherlands;71;0.0;0.0;0.0;0.0;0.0;1.0;2/2;1/0;8/4;2.0;0.0;0.0;11.0;0.0;46.0;0.0;7.0;0.0;25.0;84%;3.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
B. Kamara;DMCR;0.0;France;90;0.0;0.0;0.0;0.0;2.0;2.0;3/1;3/1;16/6;3.0;0.0;0.0;13.0;0.0;87.0;1.0;6.0;0.0;71.0;90%;14.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
Y. Tielemans;DMCL;0.0;Belgium;83;1.0;0.0;0.0;0.0;1.0;3.0;1/1;0/0;7/5;2.0;1.0;0.0;17.0;0.0;68.0;1.0;5.0;0.0;53.0;75%;22.0;5.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7.4
J. McGinn;AMR;0.0;Scotland;61;0.0;1.0;0.0;0.0;0.0;4.0;0/0;2/1;8/6;1.0;0.0;0.0;8.0;0.0;39.0;0.0;2.0;0.0;27.0;81%;15.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
M. Asensio;AMC;0.0;Spain;60;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;3/1;0.0;0.0;0.0;5.0;0.0;21.0;0.0;2.0;0.0;16.0;81%;7.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5
M. Rogers;AML;0.0;England;90;0.0;0.0;0.0;0.0;0.0;1.0;1/0;0/0;10/7;0.0;0.0;0.0;13.0;0.0;46.0;0.0;5.0;0.0;28.0;79%;12.0;2.0;0.0;1.0;0.0;1.0;5.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
O. Watkins;S;0.0;England;71;0.0;0.0;0.0;0.0;0.0;1.0;0/0;2/1;5/2;1.0;0.0;0.0;4.0;1.0;19.0;1.0;0.0;0.0;7.0;100%;3.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
L. Digne;D;0.0;France;19;0.0;0.0;0.0;0.0;0.0;0.0;1/1;2/1;5/2;3.0;0.0;0.0;1.0;0.0;13.0;0.0;2.0;0.0;8.0;100%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
A. Onana;M;0.0;Belgium;29;0.0;0.0;0.0;0.0;0.0;1.0;1/0;2/2;6/4;1.0;0.0;0.0;2.0;0.0;23.0;0.0;2.0;0.0;20.0;90%;5.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
D. Malen;F;0.0;Netherlands;19;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/1;0/1;0.0;0.0;0.0;2.0;0.0;10.0;0.0;0.0;0.0;5.0;60%;3.0;2.0;0.0;3.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
R. Barkley;M;0.0;England;7;0.0;0.0;0.0;0.0;0.0;0.0;1/0;0/0;3/1;0.0;0.0;0.0;3.0;0.0;8.0;0.0;1.0;0.0;5.0;80%;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Ramsey;M;0.0;England;30;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Pickford;GK;0.0;England;90;0.0;0.0;0.0;0.0;0.0;1.0;0/0;1/1;0/1;0.0;0.0;0.0;11.0;0.0;47.0;0.0;5.0;0.0;40.0;73%;11.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
N. Patterson;DR;0.0;Scotland;82;0.0;1.0;1.0;0.0;2.0;0.0;3/2;2/0;12/5;1.0;0.0;0.0;15.0;0.0;58.0;1.0;3.0;0.0;31.0;81%;12.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
J. O'Brien;DCR;0.0;Republic of Ireland;90;0.0;0.0;1.0;0.0;2.0;0.0;4/2;4/0;10/4;2.0;0.0;0.0;5.0;0.0;60.0;0.0;1.0;0.0;52.0;92%;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5
J. Branthwaite;DCL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;2.0;1/0;5/3;8/6;2.0;0.0;0.0;5.0;0.0;70.0;0.0;4.0;0.0;61.0;95%;9.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
V. Mykolenko;DL;0.0;Ukraine;90;0.0;0.0;1.0;0.0;0.0;0.0;1/1;2/2;0/3;4.0;0.0;0.0;11.0;0.0;53.0;1.0;2.0;0.0;32.0;88%;14.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
I. Guèye;DMCR;0.0;Senegal;90;0.0;0.0;0.0;0.0;0.0;2.0;1/0;1/1;7/4;0.0;0.0;0.0;10.0;0.0;72.0;3.0;3.0;0.0;62.0;87%;19.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
J. Garner;DMCL;0.0;England;90;0.0;0.0;0.0;0.0;2.0;2.0;4/4;0/0;8/6;1.0;0.0;0.0;7.0;0.0;87.0;1.0;4.0;0.0;72.0;94%;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5
D. McNeil;AMR;0.0;England;78;1.0;0.0;0.0;0.0;0.0;0.0;0/0;1/0;0/0;1.0;0.0;0.0;11.0;0.0;44.0;0.0;6.0;0.0;31.0;94%;15.0;2.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
I. Ndiaye;AMC;0.0;Senegal;90;0.0;0.0;0.0;0.0;3.0;1.0;1/0;3/1;17/5;1.0;0.0;0.0;12.0;0.0;51.0;0.0;3.0;0.0;30.0;93%;16.0;0.0;0.0;1.0;0.0;1.0;2.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
C. Alcaraz;AML;0.0;Argentina;90;0.0;1.0;1.0;0.0;1.0;3.0;0/0;2/2;8/5;0.0;0.0;0.0;6.0;0.0;50.0;1.0;5.0;0.0;40.0;90%;15.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
Beto;S;0.0;Guinea-Bissau;77;1.0;0.0;0.0;0.0;1.0;0.0;1/0;10/4;13/5;1.0;0.0;0.0;11.0;0.0;28.0;0.0;1.0;0.0;12.0;67%;9.0;0.0;0.0;5.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0
A. Young;M;0.0;England;8;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
D. C-Lewin;F;0.0;England;13;0.0;0.0;0.0;0.0;0.0;1.0;0/0;2/1;4/2;1.0;0.0;0.0;4.0;0.0;10.0;0.0;0.0;0.0;4.0;75%;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Harrison;M;0.0;England;12;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/1;0.0;0.0;0.0;4.0;0.0;10.0;0.0;0.0;0.0;5.0;60%;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A. Palmer;GK;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
D. O'Shea;DR;0.0;Republic of Ireland;90;0.0;0.0;0.0;0.0;2.0;0.0;2/2;5/3;9/5;3.0;0.0;0.0;8.0;0.0;44.0;0.0;3.0;0.0;31.0;77%;6.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
L. Woolfenden;DCR;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;3/0;0/0;6.0;0.0;0.0;3.0;0.0;56.0;1.0;3.0;0.0;49.0;94%;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
C. Burgess;DCL;0.0;Australia;90;0.0;1.0;0.0;0.0;1.0;0.0;1/1;8/5;10/6;9.0;0.0;0.0;11.0;0.0;71.0;1.0;3.0;0.0;58.0;83%;6.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1
J. Greaves;DL;0.0;England;90;0.0;0.0;0.0;0.0;1.0;1.0;5/5;8/7;17/13;8.0;0.0;0.0;10.0;0.0;64.0;0.0;5.0;0.0;41.0;85%;5.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.8
Sam Morsy;DMCR;0.0;Egypt;68;0.0;0.0;1.0;0.0;1.0;1.0;2/2;1/1;6/4;1.0;0.0;0.0;6.0;0.0;32.0;0.0;0.0;0.0;25.0;80%;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
J. Taylor;DMCL;0.0;Republic of Ireland;82;0.0;0.0;0.0;0.0;2.0;0.0;3/2;1/0;6/3;0.0;0.0;0.0;4.0;0.0;45.0;2.0;5.0;0.0;36.0;92%;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
O. Hutchinson;AMR;0.0;England;90;0.0;0.0;0.0;0.0;1.0;0.0;1/1;2/0;7/2;0.0;0.0;0.0;13.0;0.0;41.0;0.0;6.0;0.0;24.0;92%;6.0;3.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
C. Chaplin;AMC;0.0;England;68;0.0;0.0;1.0;0.0;1.0;1.0;0/0;1/0;4/2;1.0;0.0;0.0;7.0;0.0;23.0;0.0;2.0;0.0;20.0;65%;5.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.2
J. Enciso;AML;0.0;Paraguay;90;1.0;0.0;0.0;0.0;1.0;4.0;0/0;0/0;13/6;1.0;0.0;0.0;13.0;0.0;40.0;0.0;5.0;0.0;12.0;100%;0.0;1.0;0.0;6.0;3.0;0.0;2.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
L. Delap;S;0.0;England;68;0.0;0.0;1.0;0.0;2.0;2.0;0/0;3/1;12/4;0.0;0.0;0.0;8.0;0.0;18.0;0.0;2.0;0.0;4.0;75%;2.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
G. Hirst;F;0.0;Scotland;22;1.0;0.0;1.0;0.0;1.0;1.0;0/0;1/0;3/1;1.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;4.0;75%;2.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.8
K. Phillips;M;0.0;England;22;0.0;0.0;0.0;0.0;0.0;1.0;1/0;1/0;4/2;0.0;0.0;0.0;5.0;0.0;18.0;0.0;0.0;0.0;12.0;83%;3.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
J. Cajuste;M;0.0;Sweden;8;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/0;2/1;1.0;0.0;0.0;1.0;0.0;8.0;0.0;1.0;0.0;3.0;100%;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Clarke;M;0.0;England;22;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Stolarczyk;GK;0.0;Poland;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/1;0/1;1.0;0.0;0.0;10.0;0.0;38.0;0.0;5.0;0.0;31.0;68%;6.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
J. Justin;DR;0.0;England;90;0.0;0.0;0.0;0.0;2.0;3.0;1/0;5/3;12/7;4.0;0.0;0.0;8.0;0.0;63.0;2.0;4.0;0.0;44.0;84%;7.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
C. Coady;DCR;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;3/0;0/0;6.0;0.0;0.0;4.0;0.0;79.0;2.0;4.0;0.0;69.0;94%;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3
W. Faes;DCL;0.0;Belgium;90;0.0;0.0;0.0;0.0;0.0;1.0;1/0;0/0;0/2;2.0;0.0;0.0;2.0;0.0;83.0;0.0;3.0;0.0;79.0;97%;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
L. Thomas;DL;0.0;England;90;0.0;0.0;0.0;0.0;2.0;0.0;1/0;2/2;6/3;1.0;0.0;0.0;9.0;0.0;56.0;3.0;4.0;0.0;40.0;88%;11.0;2.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
W. Ndidi;DMCR;0.0;Nigeria;90;0.0;0.0;0.0;0.0;1.0;0.0;4/4;6/2;12/6;2.0;0.0;0.0;3.0;0.0;74.0;2.0;7.0;0.0;61.0;95%;5.0;3.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2
O. Skipp;DMCL;0.0;England;90;0.0;0.0;1.0;0.0;2.0;0.0;3/0;1/0;6/3;0.0;0.0;0.0;5.0;0.0;54.0;1.0;3.0;0.0;44.0;91%;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
K. McAteer;AMR;0.0;Republic of Ireland;84;0.0;0.0;0.0;0.0;1.0;1.0;2/2;1/0;8/3;0.0;0.0;0.0;10.0;0.0;36.0;0.0;3.0;0.0;18.0;94%;5.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
J. Ayew;AMC;0.0;Ghana;70;1.0;0.0;0.0;0.0;1.0;3.0;0/0;0/0;9/4;1.0;0.0;0.0;9.0;1.0;37.0;0.0;3.0;0.0;18.0;94%;5.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
B. El Khannouss;AML;0.0;Morocco;84;0.0;1.0;0.0;0.0;1.0;2.0;0/0;1/0;12/5;0.0;0.0;0.0;14.0;0.0;52.0;0.0;1.0;0.0;23.0;78%;10.0;2.0;0.0;5.0;0.0;2.0;3.0;8.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
J. Vardy;S;0.0;England;84;1.0;0.0;0.0;0.0;1.0;1.0;0/0;0/0;2/1;0.0;0.0;0.0;4.0;0.0;15.0;2.0;1.0;0.0;7.0;71%;3.0;0.0;0.0;2.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0
P. Daka;F;0.0;Zambia;6;0.0;0.0;0.0;0.0;1.0;1.0;0/0;1/1;2/1;1.0;0.0;0.0;2.0;0.0;6.0;0.0;1.0;0.0;2.0;50%;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. Soumaré;M;0.0;France;6;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Evans;M;0.0;England;6;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
J. Monga;F;0.0;England;20;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A. Ramsdale;GK;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;10.0;0.0;36.0;0.0;6.0;0.0;28.0;68%;11.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
T. Harwood-Bellis;DR;0.0;England;90;0.0;0.0;1.0;0.0;2.0;1.0;0/0;6/4;10/5;3.0;0.0;0.0;11.0;0.0;82.0;0.0;5.0;0.0;72.0;86%;8.0;5.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
J. Bednarek;DC;0.0;Poland;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;4.0;0.0;0.0;0.0;0.0;58.0;1.0;4.0;0.0;52.0;100%;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
J. Stephens;DL;0.0;England;45;0.0;0.0;0.0;0.0;0.0;0.0;1/1;0/0;2/1;0.0;0.0;0.0;3.0;0.0;41.0;0.0;0.0;0.0;37.0;95%;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
K. W-Peters;DMR;0.0;England;90;0.0;0.0;0.0;0.0;0.0;3.0;1/1;0/0;7/5;0.0;0.0;0.0;4.0;0.0;56.0;1.0;5.0;0.0;45.0;93%;10.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
F. Downes;DMCR;0.0;England;90;0.0;0.0;0.0;0.0;1.0;2.0;1/1;1/1;5/4;2.0;0.0;0.0;2.0;0.0;49.0;0.0;2.0;0.0;40.0;98%;9.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
L. Ugochukwu;DMCL;0.0;France;79;0.0;0.0;1.0;0.0;2.0;0.0;3/2;2/2;10/5;1.0;0.0;0.0;6.0;0.0;48.0;2.0;3.0;0.0;37.0;92%;5.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
R. Manning;DML;0.0;Republic of Ireland;90;0.0;0.0;0.0;0.0;0.0;2.0;0/0;2/2;6/4;4.0;0.0;0.0;25.0;0.0;83.0;1.0;3.0;0.0;51.0;71%;20.0;5.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
Mateus Fernandes;AMCR;0.0;Portugal;57;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Kamaldeen;AMCL;0.0;Ghana;57;0.0;0.0;1.0;0.0;1.0;0.0;0/0;2/1;4/1;0.0;0.0;0.0;4.0;0.0;26.0;0.0;1.0;0.0;19.0;89%;5.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
Ross Stewart;S;0.0;Scotland;45;0.0;0.0;0.0;0.0;1.0;0.0;0/0;3/1;4/1;0.0;0.0;0.0;3.0;0.0;6.0;0.0;0.0;0.0;5.0;40%;3.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3
W. Smallbone;M;0.0;Republic of Ireland;33;0.0;0.0;0.0;0.0;1.0;0.0;1/1;0/0;5/1;0.0;0.0;0.0;6.0;0.0;23.0;0.0;0.0;0.0;15.0;100%;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
P. Onuachu;F;0.0;Nigeria;45;0.0;0.0;0.0;0.0;2.0;1.0;0/0;5/2;7/3;1.0;0.0;0.0;9.0;0.0;19.0;0.0;0.0;0.0;10.0;50%;4.0;0.0;0.0;2.0;1.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9
J. Robinson;F;0.0;England;33;0.0;0.0;0.0;0.0;1.0;1.0;1/1;1/0;7/3;0.0;0.0;0.0;3.0;0.0;13.0;0.0;3.0;0.0;5.0;80%;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
T. Dibling;F;0.0;England;45;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;0/1;1.0;0.0;0.0;3.0;0.0;16.0;0.0;1.0;0.0;12.0;83%;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5
C. Archer;F;0.0;England;11;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/0;0/0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
David Raya;GK;0.0;Spain;90;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;0/1;0.0;1.0;0.0;13.0;0.0;48.0;0.0;8.0;0.0;42.0;71%;6.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5
B. White;DR;0.0;England;86;0.0;0.0;0.0;0.0;0.0;0.0;1/1;6/4;11/5;6.0;0.0;0.0;8.0;0.0;49.0;3.0;2.0;0.0;28.0;79%;6.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
W. Saliba;DCR;0.0;France;90;0.0;0.0;0.0;0.0;1.0;0.0;2/2;1/1;5/3;4.0;0.0;0.0;6.0;0.0;61.0;0.0;6.0;2.0;51.0;92%;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.4
