NAME;POS;NAT;COUNTRY;MINUTES_PLAYED;GOALS;ASSISTS;YELLOW_CARDS;RED_CARDS;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
J. Kiwior;DCL;0.0;Poland;90;0.0;0.0;0.0;0.0;0.0;0.0;1/1;0/0;0/1;2.0;0.0;0.0;4.0;1.0;46.0;1.0;1.0;0.0;42.0;90%;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
M. Lewis-Skelly;DL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;3.0;1/0;4/1;8/5;2.0;0.0;0.0;8.0;0.0;72.0;0.0;3.0;0.0;57.0;93%;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
M. Odegaard;MCR;0.0;Norway;90;0.0;1.0;0.0;0.0;0.0;3.0;0/0;0/0;0/4;1.0;0.0;0.0;8.0;0.0;59.0;0.0;5.0;0.0;44.0;95%;14.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2
T. Partey;MC;0.0;Ghana;90;0.0;0.0;0.0;0.0;1.0;1.0;1/1;1/0;12/4;0.0;0.0;0.0;18.0;0.0;66.0;1.0;3.0;0.0;50.0;76%;15.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
D. Rice;MCL;0.0;England;74;1.0;0.0;0.0;0.0;1.0;1.0;3/2;2/1;9/7;0.0;0.0;0.0;6.0;1.0;36.0;1.0;4.0;0.0;23.0;83%;7.0;0.0;0.0;3.0;1.0;0.0;2.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.5
B. Saka;WR;0.0;England;86;0.0;0.0;0.0;0.0;1.0;3.0;1/0;0/0;8/4;0.0;0.0;0.0;8.0;0.0;41.0;1.0;4.0;0.0;20.0;85%;9.0;0.0;0.0;4.0;1.0;1.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
L. Trossard;S;0.0;Belgium;90;0.0;0.0;0.0;0.0;1.0;2.0;1/1;1/0;8/4;0.0;0.0;0.0;10.0;1.0;37.0;0.0;3.0;0.0;19.0;84%;9.0;0.0;0.0;2.0;1.0;1.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
G. Martinelli;WL;0.0;Brazil;86;0.0;0.0;0.0;0.0;0.0;1.0;1/1;2/1;7/5;0.0;0.0;0.0;9.0;0.0;32.0;0.0;2.0;0.0;20.0;80%;12.0;1.0;0.0;2.0;1.0;0.0;2.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
Mikel Merino;M;0.0;Spain;16;0.0;0.0;0.0;0.0;1.0;0.0;0/0;0/0;3/1;0.0;0.0;0.0;4.0;0.0;17.0;1.0;2.0;0.0;12.0;83%;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
R. Sterling;F;0.0;England;4;0.0;0.0;0.0;0.0;0.0;1.0;0/0;0/0;2/1;0.0;0.0;0.0;2.0;0.0;6.0;0.0;1.0;0.0;4.0;75%;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
O. Zinchenko;D;0.0;Ukraine;4;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E. Nwaneri;M;0.0;England;4;0.0;0.0;0.0;0.0;1.0;0.0;0/0;1/1;2/1;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;4.0;75%;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Kepa;GK;0.0;Spain;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;0.0;9.0;0.0;48.0;0.0;7.0;0.0;42.0;79%;4.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
J. Araujo;DR;0.0;Mexico;65;0.0;0.0;0.0;0.0;1.0;0.0;1/0;1/0;4/1;2.0;0.0;0.0;6.0;0.0;28.0;2.0;2.0;0.0;18.0;78%;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
I. Zabarnyi;DCR;0.0;Ukraine;90;0.0;0.0;0.0;0.0;1.0;0.0;0/0;2/2;4/2;6.0;0.0;0.0;5.0;0.0;60.0;3.0;3.0;0.0;51.0;90%;9.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
Dean Huijsen;DCL;0.0;Spain;90;1.0;0.0;0.0;0.0;1.0;1.0;0/0;1/1;3/2;3.0;0.0;0.0;17.0;0.0;81.0;0.0;3.0;0.0;72.0;79%;15.0;13.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0
M. Kerkez;DL;0.0;Hungary;90;0.0;0.0;0.0;0.0;1.0;1.0;1/0;1/0;5/2;0.0;1.0;0.0;15.0;0.0;62.0;2.0;3.0;0.0;39.0;79%;7.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
T. Adams;DMCR;0.0;United States;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;3.0;0.0;61.0;1.0;4.0;0.0;58.0;95%;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
L. Cook;DMCL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;3/1;0/0;5/4;2.0;0.0;0.0;4.0;0.0;40.0;0.0;4.0;0.0;25.0;88%;5.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
M. Tavernier;AMR;0.0;England;90;0.0;0.0;0.0;0.0;3.0;3.0;2/1;1/1;12/8;0.0;0.0;0.0;12.0;0.0;47.0;1.0;5.0;0.0;29.0;76%;8.0;3.0;0.0;2.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
J. Kluivert;AMC;0.0;Netherlands;65;0.0;0.0;0.0;0.0;2.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;8.0;0.0;28.0;0.0;2.0;0.0;20.0;85%;5.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
D. Ouattara;AML;0.0;Burkina Faso;74;0.0;0.0;1.0;0.0;1.0;0.0;1/1;6/2;14/6;1.0;0.0;0.0;12.0;0.0;33.0;0.0;4.0;0.0;17.0;71%;5.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
Evanilson;S;0.0;Brazil;87;1.0;0.0;1.0;0.0;2.0;2.0;2/1;3/1;9/5;1.0;0.0;0.0;2.0;0.0;27.0;0.0;3.0;0.0;16.0;88%;5.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.8
A. Semenyo;F;0.0;Ghana;25;0.0;1.0;0.0;0.0;1.0;0.0;0/0;1/1;5/1;0.0;0.0;0.0;9.0;0.0;19.0;0.0;3.0;0.0;13.0;62%;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
A. Scott;F;0.0;England;25;0.0;0.0;0.0;0.0;3.0;0.0;1/1;1/1;7/3;0.0;0.0;0.0;3.0;0.0;21.0;0.0;1.0;0.0;14.0;86%;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
D. Brooks;M;0.0;Wales;16;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/0;0/0;1.0;0.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;2.0;100%;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
D. Jebbison;F;0.0;Canada;3;0.0;0.0;0.0;0.0;0.0;0.0;1/1;0/0;0/1;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A. Bayındır;GK;0.0;Türkiye;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;5.0;0.0;0.0;20.0;0.0;59.0;0.0;6.0;0.0;44.0;55%;3.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4
T. Fredricson;DR;0.0;England;76;0.0;0.0;0.0;0.0;0.0;0.0;1/1;5/2;6/3;7.0;0.0;0.0;9.0;0.0;67.0;0.0;6.0;0.0;53.0;87%;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9
M. de Ligt;DC;0.0;Netherlands;35;0.0;0.0;0.0;0.0;0.0;0.0;0/0;1/1;0/1;4.0;0.0;0.0;4.0;0.0;24.0;0.0;2.0;0.0;20.0;80%;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
L. Shaw;DL;0.0;England;45;0.0;0.0;0.0;0.0;0.0;0.0;1/1;2/0;3/1;2.0;0.0;0.0;6.0;0.0;30.0;0.0;0.0;0.0;24.0;79%;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3
P. Dorgu;DMR;0.0;Denmark;45;0.0;0.0;0.0;0.0;1.0;1.0;0/0;3/1;6/2;2.0;0.0;0.0;5.0;0.0;29.0;0.0;0.0;0.0;17.0;76%;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
M. Ugarte;DMCR;0.0;Uruguay;90;0.0;1.0;1.0;0.0;3.0;2.0;4/3;0/0;14/7;0.0;0.0;0.0;4.0;0.0;72.0;1.0;6.0;0.0;53.0;94%;10.0;3.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.4
K. Mainoo;DMCL;0.0;England;90;0.0;0.0;0.0;0.0;1.0;0.0;3/1;1/1;11/4;5.0;0.0;0.0;13.0;0.0;59.0;0.0;2.0;0.0;38.0;92%;9.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2
H. Amass;DML;0.0;England;90;0.0;0.0;0.0;0.0;0.0;1.0;2/1;4/0;13/4;2.0;0.0;0.0;18.0;0.0;79.0;1.0;7.0;0.0;46.0;85%;14.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
M. Mount;AMCR;0.0;England;57;1.0;0.0;0.0;0.0;1.0;0.0;2/2;1/1;5/3;1.0;0.0;0.0;5.0;0.0;34.0;1.0;4.0;0.0;23.0;83%;5.0;1.0;0.0;3.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.4
A. Garnacho;AMCL;0.0;Argentina;90;1.0;1.0;1.0;0.0;1.0;1.0;1/0;0/0;7/2;1.0;0.0;0.0;14.0;0.0;55.0;0.0;5.0;0.0;40.0;80%;19.0;1.0;0.0;2.0;1.0;1.0;0.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
C. Obi;S;0.0;Denmark;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A. Diallo;F;0.0;Côte d’Ivoire;45;1.0;0.0;0.0;0.0;0.0;1.0;2/2;0/0;8/5;0.0;0.0;0.0;7.0;0.0;34.0;0.0;6.0;0.0;17.0;88%;12.0;0.0;0.0;3.0;1.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6
C. Eriksen;M;0.0;Denmark;33;0.0;1.0;0.0;0.0;0.0;0.0;0/0;1/0;0/0;0.0;0.0;0.0;9.0;0.0;34.0;0.0;0.0;0.0;26.0;73%;15.0;6.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
H. Maguire;D;0.0;England;55;0.0;0.0;0.0;0.0;0.0;1.0;0/0;2/1;4/2;1.0;0.0;0.0;8.0;0.0;31.0;0.0;4.0;0.0;27.0;78%;4.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6
V. Lindelof;D;0.0;Sweden;14;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;0.0;2.0;0.0;12.0;0.0;1.0;0.0;11.0;82%;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
L. Yoro;D;0.0;France;45;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M. Flekken;GK;0.0;Netherlands;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;1.0;10.0;0.0;47.0;0.0;8.0;0.0;43.0;77%;10.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
M. Kayode;DR;0.0;Italy;81;0.0;1.0;0.0;0.0;0.0;1.0;2/1;1/1;14/9;3.0;0.0;0.0;14.0;0.0;68.0;2.0;7.0;0.0;30.0;97%;13.0;1.0;0.0;0.0;0.0;0.0;5.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.8
N. Collins;DCR;0.0;Republic of Ireland;90;0.0;0.0;0.0;0.0;0.0;3.0;1/1;3/2;9/6;5.0;0.0;0.0;9.0;0.0;58.0;0.0;1.0;0.0;43.0;86%;7.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
S. van den Berg;DCL;0.0;Netherlands;90;0.0;0.0;0.0;0.0;1.0;0.0;2/0;2/1;5/3;1.0;0.0;0.0;2.0;0.0;54.0;1.0;6.0;0.0;46.0;96%;1.0;5.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
K. Lewis-Potter;DL;0.0;England;81;0.0;0.0;0.0;0.0;0.0;1.0;0/0;1/0;5/1;0.0;0.0;0.0;11.0;0.0;44.0;0.0;4.0;0.0;31.0;84%;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8
C. Nørgaard;DMCR;0.0;Denmark;90;0.0;1.0;0.0;0.0;2.0;2.0;2/0;2/2;10/6;1.0;0.0;0.0;16.0;0.0;67.0;2.0;4.0;0.0;51.0;71%;19.0;5.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.4
Y. Yarmoliuk;DMCL;0.0;Ukraine;68;0.0;0.0;0.0;0.0;1.0;0.0;2/1;1/0;4/2;0.0;0.0;0.0;7.0;0.0;47.0;0.0;3.0;0.0;40.0;88%;10.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
B. Mbeumo;AMR;0.0;Cameroon;90;0.0;0.0;0.0;0.0;0.0;1.0;1/0;2/2;10/6;2.0;0.0;0.0;22.0;0.0;62.0;0.0;4.0;0.0;40.0;73%;26.0;2.0;0.0;2.0;0.0;2.0;2.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
M. Damsgaard;AMC;0.0;Denmark;81;0.0;0.0;0.0;0.0;1.0;1.0;4/2;0/0;10/7;0.0;0.0;0.0;18.0;0.0;59.0;1.0;3.0;0.0;34.0;76%;8.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
K. Schade;AML;0.0;Germany;72;2.0;0.0;0.0;0.0;1.0;0.0;1/0;7/5;11/6;0.0;0.0;0.0;12.0;0.0;24.0;0.0;2.0;0.0;11.0;27%;5.0;0.0;0.0;4.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.1
Y. Wissa;S;0.0;DR Congo;90;1.0;0.0;0.0;0.0;2.0;1.0;1/1;1/1;7/3;0.0;0.0;0.0;13.0;0.0;29.0;0.0;4.0;0.0;16.0;56%;8.0;2.0;0.0;4.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0
M. Jensen;M;0.0;Denmark;22;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;0.0;1.0;0.0;13.0;0.0;0.0;0.0;9.0;100%;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
R. Henry;D;0.0;England;18;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;2.0;0.0;0.0;3.0;0.0;9.0;0.0;1.0;0.0;5.0;60%;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4
K. Ajer;D;0.0;Norway;9;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Thiago;F;0.0;Brazil;9;0.0;0.0;0.0;0.0;0.0;0.0;1/0;3/2;5/4;0.0;0.0;0.0;2.0;0.0;9.0;0.0;1.0;0.0;5.0;60%;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Gustavo Nunes;M;0.0;Brazil;9;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N. Pope;GK;0.0;England;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;1.0;0.0;0.0;4.0;0.0;26.0;0.0;9.0;0.0;18.0;78%;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1
K.Trippier;DR;0.0;England;90;0.0;0.0;0.0;0.0;0.0;1.0;1/1;3/2;8/4;8.0;0.0;0.0;15.0;0.0;86.0;1.0;4.0;0.0;55.0;84%;14.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
F. Schär;DCR;0.0;Switzerland;90;0.0;0.0;0.0;0.0;1.0;0.0;2/2;6/6;9/8;3.0;0.0;0.0;8.0;0.0;78.0;1.0;2.0;0.0;67.0;90%;12.0;13.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
D. Burn;DCL;0.0;England;90;0.0;0.0;0.0;0.0;2.0;0.0;1/0;11/7;13/8;9.0;0.0;0.0;18.0;0.0;80.0;0.0;4.0;0.0;67.0;78%;8.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
V. Livramento;DL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;2.0;2/1;2/1;7/5;3.0;0.0;0.0;9.0;0.0;71.0;0.0;3.0;0.0;50.0;86%;20.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
B. Guimaraes;MCR;0.0;Brazil;90;0.0;0.0;0.0;0.0;3.0;1.0;4/2;2/1;14/6;0.0;0.0;0.0;12.0;0.0;50.0;0.0;6.0;0.0;35.0;83%;16.0;3.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
S. Tonali;MC;0.0;Italy;90;0.0;0.0;0.0;0.0;0.0;4.0;1/1;0/0;0/5;0.0;0.0;0.0;13.0;0.0;72.0;3.0;1.0;0.0;54.0;83%;17.0;4.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
J. Willock;MCL;0.0;England;74;0.0;0.0;1.0;0.0;2.0;1.0;3/2;1/0;10/5;0.0;0.0;0.0;6.0;0.0;36.0;1.0;5.0;0.0;19.0;89%;8.0;2.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7
J. Murphy;WR;0.0;England;56;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;4/1;1.0;0.0;0.0;9.0;0.0;30.0;0.0;4.0;0.0;22.0;77%;9.0;1.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9
A. Isak;S;0.0;Sweden;90;1.0;0.0;0.0;0.0;0.0;0.0;0/0;5/1;8/1;0.0;0.0;0.0;5.0;0.0;28.0;0.0;1.0;0.0;23.0;87%;11.0;1.0;1.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.5
H. Barnes;WL;0.0;England;90;0.0;0.0;0.0;0.0;1.0;2.0;0/0;0/0;10/3;0.0;0.0;0.0;13.0;1.0;38.0;0.0;3.0;0.0;21.0;81%;13.0;0.0;0.0;3.0;2.0;1.0;1.0;8.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3
A. Gordon;F;0.0;England;34;0.0;0.0;0.0;0.0;0.0;3.0;0/0;1/1;0/4;0.0;0.0;0.0;2.0;0.0;16.0;0.0;0.0;0.0;10.0;80%;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
C. Wilson;F;0.0;England;16;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. Verbruggen;GK;0.0;Netherlands;90;0.0;0.0;0.0;0.0;0.0;0.0;0/0;0/0;0/0;2.0;0.0;0.0;22.0;0.0;48.0;0.0;11.0;0.0;37.0;41%;8.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8
M. Wieffer;DR;0.0;Netherlands;54;0.0;1.0;1.0;0.0;3.0;0.0;4/3;3/2;13/8;1.0;1.0;0.0;11.0;0.0;37.0;2.0;3.0;0.0;20.0;65%;6.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
J. Hecke;DCR;0.0;Netherlands;90;0.0;0.0;0.0;0.0;1.0;1.0;1/1;5/5;10/8;4.0;0.0;0.0;8.0;0.0;59.0;0.0;1.0;0.0;51.0;86%;11.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5
L. Dunk;DCL;0.0;England;90;0.0;0.0;0.0;0.0;0.0;1.0;0/0;3/2;4/3;5.0;0.0;0.0;3.0;0.0;67.0;1.0;2.0;0.0;56.0;96%;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6
P. Estupiñán;DL;0.0;Ecuador;90;0.0;0.0;0.0;0.0;0.0;1.0;4/3;2/2;10/8;1.0;0.0;0.0;11.0;0.0;69.0;4.0;1.0;0.0;38.0;89%;10.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
