Unnamed: 0;NAME;TEAM;POS;NAT;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
;V. Mykolenko;;DL;;Ukraine;90;-;-;-;-;-;1;1/1;3/2;5/4;3;-;-;9;1;73;-;2;-;56;93%;27;4;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;7.1
;I. Guèye;;DMCR;;Senegal;90;-;-;1;-;2;1;1/1;1/0;6/2;2;-;-;8;-;64;-;8;-;49;92%;15;11;-;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;6.8
;J. Garner;;DMCL;;England;90;-;-;-;-;1;3;3/3;2/1;10/7;4;-;-;10;-;66;-;4;-;46;89%;15;4;-;2;1;-;-;1;-;4;-;-;-;-;-;-;-;-;7.1
;J. Harrison;;AMR;;England;90;-;-;-;-;1;1;1/0;1/0;8/3;1;-;-;25;-;60;-;1;-;28;71%;14;1;-;2;-;-;1;2;-;14;-;-;-;-;-;-;-;-;5.8
;A. Doucouré;;AMC;;Mali;90;1;-;1;-;2;-;1/1;4/1;11/2;-;-;-;11;-;53;-;7;-;37;92%;16;2;-;2;1;1;-;4;-;1;-;-;-;-;1;1;-;-;7.3
;I. Ndiaye;;AML;;Senegal;67;-;-;-;-;3;-;0/0;2/0;0/0;-;-;-;11;-;35;-;3;-;20;75%;7;1;-;3;3;-;-;5;-;-;-;-;-;-;-;-;-;-;6.2
;A. Broja;;S;;Albania;64;-;-;-;-;-;1;0/0;5/2;11/5;-;-;-;10;-;31;-;1;-;19;79%;12;-;-;-;-;-;2;5;-;-;-;-;-;-;-;-;-;-;5.9
;C. Alcaraz;;M;;Argentina;23;-;-;-;-;-;-;0/0;4/2;5/3;1;-;-;4;-;17;-;-;-;12;75%;8;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;6.3
;Beto;;F;;Guinea-Bissau;26;-;-;-;-;-;1;0/0;3/2;4/3;-;-;-;6;-;11;-;2;-;7;43%;5;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5.7
;M. Sels;;GK;;Belgium;90;-;-;-;-;-;1;0/0;0/0;0/1;1;-;-;13;-;33;-;4;-;23;48%;4;15;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;7.0
;N. Williams;;DR;;Wales;90;-;-;-;-;1;4;2/1;5/3;12/9;7;-;-;15;-;52;-;1;-;22;73%;4;3;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;6.3
;N. Milenković;;DCR;;Serbia;90;-;-;-;-;-;-;3/2;6/2;9/5;5;-;-;10;-;42;2;1;-;32;69%;6;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.2
;Murillo;;DCL;;Brazil;90;-;-;-;-;1;-;0/0;0/0;0/0;11;-;1;18;-;75;-;4;-;56;71%;16;13;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5.7
;Moreno;;DL;;Spain;90;-;-;-;-;1;-;1/0;4/2;9/3;6;-;-;16;-;60;1;7;-;35;80%;9;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;6.5
;N. Domínguez;;DMCR;;Argentina;75;-;-;-;-;1;-;2/2;4/3;8/5;2;-;-;1;-;55;1;5;-;41;100%;11;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7.0
;E. Anderson;;DMCL;;England;90;-;-;-;-;1;4;4/1;5/3;14/11;3;-;-;12;-;59;1;7;-;41;78%;10;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;6.2
;Jota Silva;;AMR;;Portugal;59;-;-;-;-;2;2;2/2;3/1;9/5;1;-;-;7;-;18;-;-;-;7;29%;4;-;-;3;2;1;-;2;-;-;-;-;-;-;-;-;-;-;5.8
;M. Gibbs-White;;AMC;;England;90;-;-;-;-;1;2;0/0;3/1;8/3;2;-;-;11;1;38;-;3;-;25;68%;4;4;-;3;1;-;-;1;-;2;-;-;-;-;-;-;-;-;5.7
;C. Hudson-Odoi;;AML;;England;90;-;-;-;-;-;-;1/1;0/0;4/2;-;-;-;10;-;40;-;5;-;29;83%;10;2;-;2;2;-;1;3;-;2;-;-;-;-;-;-;-;-;6.5
;C. Wood;;S;;New Zealand;90;-;-;-;-;1;-;0/0;3/0;0/0;2;-;-;2;1;13;-;-;-;8;88%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.1
;A. Elanga;;F;;Sweden;31;-;-;-;-;-;-;0/0;3/1;5/1;-;-;-;3;-;12;-;-;-;10;80%;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.4
;R. Yates;;D;;England;15;-;-;-;-;-;-;0/0;7/3;7/3;3;-;-;4;-;9;-;-;-;4;25%;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;
;E. Martínez;;GK;;Argentina;90;-;-;-;-;-;-;0/0;0/0;0/0;2;-;-;1;-;29;-;5;-;22;95%;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;6.8
;M. Cash;;DR;;Poland;85;-;-;-;-;-;-;4/2;0/0;0/4;4;-;-;7;-;68;-;3;-;49;92%;26;5;-;2;-;1;-;1;-;2;-;-;-;-;-;-;-;-;7.0
;E. Konsa;;DCR;;England;90;-;-;-;-;-;-;2/0;1/1;0/3;3;-;-;1;-;68;2;4;-;60;98%;16;1;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;7.6
;T. Mings;;DCL;;England;90;-;-;-;-;-;1;0/0;2/2;0/3;2;-;-;-;-;61;1;4;-;53;100%;7;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7.1
;I. Maatsen;;DL;;Netherlands;90;-;-;-;-;1;2;1/1;0/0;5/3;1;-;-;12;-;84;4;5;-;55;96%;18;1;-;3;-;2;-;7;-;7;-;-;-;-;-;-;-;-;7.8
;A. Onana;;DMCR;;Belgium;89;-;-;-;-;1;2;6/2;5/2;14/9;3;-;-;8;-;77;3;1;-;58;90%;23;3;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;7.2
;Y. Tielemans;;DMCL;;Belgium;90;-;1;-;-;1;-;1/0;1/1;4/2;1;-;-;8;-;99;-;7;-;88;93%;33;6;-;4;2;-;-;3;1;2;-;-;-;-;-;-;-;-;8.3
;M. Rogers;;AMR;;England;85;-;1;-;-;-;2;1/0;2/0;14/5;-;-;-;17;-;55;-;3;-;36;81%;21;1;-;-;-;-;2;10;1;2;-;-;-;-;-;-;-;-;7.0
;M. Asensio;;AMC;;Spain;90;-;-;-;-;-;-;3/2;0/0;9/3;-;-;-;19;-;66;-;2;-;42;86%;26;-;-;4;3;-;-;7;-;8;-;-;-;-;-;-;-;-;5.7
;J. Ramsey;;AML;;England;66;-;-;-;-;-;-;4/2;0/0;6/5;-;-;-;7;-;43;-;6;-;31;90%;22;-;-;1;-;1;1;4;-;1;-;-;-;-;-;-;-;-;6.6
;M. Rashford;;S;;England;66;-;-;-;-;-;1;1/1;2/0;6/3;-;-;-;9;-;33;-;-;-;16;88%;14;-;-;4;1;2;1;5;-;6;-;-;-;-;-;-;-;-;6.4
;D. Malen;;F;;Netherlands;24;1;-;-;-;-;1;0/0;0/0;2/1;1;-;-;3;-;13;-;1;-;7;86%;4;-;-;1;1;-;-;2;-;1;-;-;-;-;-;-;-;-;7.0
;J. McGinn;;M;;Scotland;5;1;-;1;-;1;1;0/0;0/0;3/1;-;-;-;-;-;4;-;-;-;2;100%;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;1;
;O. Watkins;;F;;England;24;1;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;
;B. Kamara;;D;;France;1;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;6;-;-;-;6;100%;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Andrés García;;F;;Spain;5;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;A. Ramsdale;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;2;-;-;7;-;52;-;9;-;34;82%;7;17;-;-;-;-;-;-;-;-;7;3;-;2;-;-;-;-;9.3
;T. Harwood-Bellis;;DR;;England;90;-;-;1;-;1;-;0/0;6/1;7/1;7;-;-;6;-;60;1;-;-;46;87%;4;6;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5.7
;J. Bednarek;;DC;;Poland;90;-;-;1;-;1;-;1/0;1/1;3/2;9;-;-;3;-;46;-;-;-;31;94%;1;2;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;5.2
;J. Stephens;;DL;;England;90;-;-;-;-;1;1;10/5;0/0;14/11;3;-;-;8;-;77;1;4;1;55;89%;3;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6.2
;K. W-Peters;;MR;;England;90;-;-;-;-;-;1;1/1;0/0;4/2;2;-;-;10;-;49;1;4;-;32;91%;7;1;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;6.2
;Mateus Fernandes;;MCR;;Portugal;89;-;-;1;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;L. Ugochukwu;;MCL;;France;90;-;-;-;-;1;1;1/0;0/0;5/2;2;-;-;5;-;40;5;3;-;27;89%;5;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.2
;R. Manning;;ML;;Republic of Ireland;82;-;-;-;-;3;-;1/1;3/3;8/4;1;-;-;11;-;45;1;3;-;31;77%;12;6;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;6.1
;C. Archer;;AMR;;England;61;-;-;-;-;-;-;0/0;1/0;0/0;1;-;-;5;-;16;-;-;-;10;90%;5;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5.6
;Kamaldeen;;AML;;Ghana;61;-;-;-;-;-;-;1/1;0/0;9/1;2;-;-;13;-;30;1;5;-;11;82%;4;2;-;2;-;1;-;2;-;-;-;-;-;-;-;-;-;-;5.9
;P. Onuachu;;S;;Nigeria;45;-;-;-;-;1;-;0/0;1/1;4/1;3;-;-;5;-;13;-;2;-;7;57%;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.6
;W. Smallbone;;M;;Republic of Ireland;29;-;-;-;-;-;-;1/1;0/0;2/1;-;-;-;1;-;19;-;-;-;16;100%;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.8
;T. Dibling;;F;;England;45;-;-;-;-;-;1;0/0;0/0;5/2;4;-;-;4;-;19;-;-;-;8;100%;4;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5.8
;Ross Stewart;;F;;Scotland;29;-;-;-;-;1;-;0/0;2/2;4/2;-;-;-;4;-;8;-;-;-;7;57%;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.3
;Y. Sugawara;;D;;Japan;8;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;4;-;7;-;1;-;4;75%;4;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;
;J. Robinson;;F;;England;1;-;-;-;-;-;-;1/0;0/0;3/2;-;-;-;1;-;7;-;2;-;4;100%;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;
;M. Hermansen;;GK;;Denmark;90;-;-;1;-;-;-;0/0;0/0;0/0;2;-;-;23;-;54;-;9;-;40;48%;8;27;-;-;-;-;-;-;-;-;5;2;-;-;-;-;-;-;6.1
;J. Justin;;DR;;England;90;-;-;-;-;-;2;3/2;1/0;8/5;5;-;-;6;-;57;-;3;-;36;86%;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.2
;C. Okoli;;DCR;;Italy;90;1;-;1;-;1;-;1/1;3/3;5/4;6;1;-;10;-;71;1;5;-;57;82%;8;2;-;1;1;-;-;2;-;-;-;-;-;-;1;-;1;-;6.9
;C. Coady;;DCL;;England;90;-;-;1;-;1;-;0/0;1/1;2/1;3;-;-;6;-;54;-;4;-;48;90%;4;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5.2
;L. Thomas;;DL;;England;61;-;-;-;-;1;-;1/1;3/0;6/1;1;-;-;5;-;25;1;-;-;13;85%;2;-;-;1;-;1;-;1;-;3;-;-;1;-;-;-;-;-;5.3
;W. Ndidi;;DMCR;;Nigeria;61;-;-;-;-;1;-;2/1;8/6;14/8;2;-;-;9;-;32;1;2;-;17;71%;5;1;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;6.4
;B. Soumaré;;DMCL;;France;90;-;-;-;-;-;1;2/2;0/0;6/3;2;-;-;8;-;52;1;3;-;39;87%;9;3;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.5
;K. McAteer;;AMR;;Republic of Ireland;90;-;-;-;-;4;3;0/0;2/0;18/3;1;-;-;15;-;41;1;4;-;22;68%;11;-;-;2;1;-;-;3;-;1;-;-;-;-;-;-;-;-;5.9
;B. El Khannouss;;AMC;;Morocco;90;-;1;1;-;1;-;1/1;1/0;7/3;2;-;-;13;-;44;-;9;-;28;79%;15;3;-;1;1;-;2;1;1;7;-;-;-;-;-;-;-;-;7.1
;S. Mavididi;;AML;;England;90;1;-;-;-;-;3;0/0;0/0;8/6;1;-;-;8;-;39;-;3;-;19;79%;12;-;-;4;1;2;3;6;-;1;-;-;-;-;-;-;1;-;7.1
;J. Vardy;;S;;England;61;-;-;-;-;-;-;0/0;4/1;4/1;1;-;-;-;1;7;-;-;-;6;100%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.3
;P. Daka;;F;;Zambia;29;-;-;-;-;-;-;1/0;2/1;3/2;-;-;-;2;-;12;-;2;-;5;80%;3;1;-;4;2;-;-;5;-;-;-;-;-;-;-;-;-;-;6.1
;O. Skipp;;M;;England;29;-;-;1;-;1;-;0/0;1/0;3/1;-;-;-;4;-;19;-;3;-;17;82%;11;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;6.0
;Ricardo Pereira;;D;;Portugal;29;-;-;-;-;1;-;1/1;0/0;3/1;-;-;-;3;-;19;-;-;-;10;80%;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5.9
;B. Verbruggen;;GK;;Netherlands;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;5;-;49;-;6;-;41;88%;3;8;-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;6.5
;J. Hinshelwood;;DR;;England;90;-;-;-;-;-;-;0/0;1/1;2/1;2;-;-;10;-;56;-;2;-;49;84%;12;6;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;5.8
;L. Dunk;;DCR;;England;90;-;-;1;-;1;-;0/0;6/3;9/3;2;-;1;9;-;107;1;2;-;100;92%;17;9;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.7
;C. Baleba;;DCL;;Cameroon;90;-;-;-;-;-;1;4/3;4/2;12/8;3;-;-;10;-;120;-;5;-;99;92%;16;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7.0
;P. Estupiñán;;DL;;Ecuador;90;-;-;1;-;2;3;1/1;2/2;9/7;3;-;-;10;-;73;2;7;-;53;85%;21;2;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;6.6
;Y. Ayari;;DMC;;Sweden;90;-;-;-;-;-;1;3/2;4/4;9/8;-;-;-;8;-;63;1;7;-;49;92%;12;1;-;1;-;-;-;1;-;5;-;-;-;-;-;-;-;-;7.0
;Y. Minteh;;AMR;;Gambia;70;-;-;-;-;1;-;2/2;1/1;6/3;1;-;-;11;-;34;-;6;-;24;71%;16;1;-;1;-;-;-;7;1;1;-;-;-;-;-;-;-;-;6.8
;M. O'Riley;;AMCR;;Denmark;70;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;João Pedro;;AMCL;;Brazil;90;2;-;-;-;1;3;0/0;4/1;13/6;-;-;-;14;-;54;1;5;-;34;79%;18;1;2;3;2;-;2;9;2;1;-;-;-;-;-;1;-;-;8.9
;S. Adingra;;AML;;Côte d’Ivoire;82;-;-;-;-;-;1;2/2;1/0;11/5;-;-;-;12;-;48;-;3;-;23;83%;11;2;-;6;2;2;2;8;1;5;-;-;-;-;-;-;-;-;7.0
;D. Welbeck;;S;;England;90;-;-;-;-;1;-;3/1;1/0;7/4;1;-;-;7;-;33;-;3;-;16;88%;4;-;-;6;2;3;1;6;-;-;-;-;-;-;-;-;-;-;6.1
;S. March;;M;;England;20;-;-;-;-;1;-;0/0;0/0;0/0;-;-;-;4;-;10;-;1;-;7;57%;2;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;5.8
;B. Gruda;;M;;Germany;8;-;-;-;-;-;-;0/0;0/0;0/0;1;1;-;3;-;9;-;1;-;5;80%;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;
;D. Gómez;;M;;Paraguay;20;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;David Raya;;GK;;Spain;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;15;-;45;-;15;-;32;56%;8;18;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;6.2
;T. Partey;;DR;;Ghana;69;1;-;-;-;1;1;0/0;6/3;10/5;4;-;-;5;-;39;1;-;-;23;96%;7;-;-;1;1;-;1;4;-;2;-;-;-;-;-;1;-;-;7.6
;W. Saliba;;DCR;;France;90;-;-;-;-;-;1;0/0;3/2;8/5;3;-;-;6;-;80;-;9;-;72;94%;22;3;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7.2
;J. Kiwior;;DCL;;Poland;90;-;-;-;-;-;-;2/1;2/2;0/4;1;-;-;4;-;70;1;2;-;65;94%;18;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6.7
;K. Tierney;;DL;;Scotland;62;-;-;-;-;-;1;1/1;2/0;5/3;2;-;-;2;2;38;1;-;-;24;96%;6;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;6.6
;O. Zinchenko;;MCR;;Ukraine;62;-;-;-;-;-;-;0/0;2/1;3/2;1;-;-;5;-;36;-;1;-;29;90%;14;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;6.2
;Jorginho;;MC;;Italy;90;-;-;-;-;2;1;0/0;1/0;4/1;-;-;-;10;-;79;2;7;-;73;88%;28;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.8
;D. Rice;;MCL;;England;75;-;1;-;-;-;-;0/0;1/1;2/1;2;-;-;12;-;39;1;4;-;27;81%;18;2;-;1;1;-;-;3;1;4;-;-;-;-;-;-;-;-;7.3
;E. Nwaneri;;WR;;England;62;-;-;-;-;1;-;1/0;0/0;7/4;-;-;-;14;1;39;-;-;-;22;82%;17;-;-;1;-;1;3;4;-;5;-;-;-;-;-;-;-;-;6.2
;L. Trossard;;S;;Belgium;90;-;-;-;-;-;-;0/0;0/0;5/2;-;-;-;12;-;45;-;4;-;31;84%;17;-;-;3;1;1;2;5;-;2;-;-;-;-;-;-;-;-;6.3
;G. Martinelli;;WL;;Brazil;90;-;-;-;-;1;3;0/0;4/0;14/3;1;-;-;12;-;42;-;-;-;18;83%;12;-;-;2;-;2;-;11;-;4;-;-;-;-;-;-;-;-;6.2
;B. Saka;;F;;England;28;-;-;-;-;-;-;0/0;1/0;7/3;-;-;-;7;-;22;-;2;-;10;80%;6;1;-;2;-;1;3;8;-;2;-;-;-;-;-;-;-;-;6.3
;M. Lewis-Skelly;;D;;England;28;-;-;-;-;1;1;0/0;0/0;3/2;-;-;-;2;-;21;1;2;-;13;100%;7;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.3
;J. Timber;;D;;Netherlands;21;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;2;-;11;-;-;-;9;78%;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.9
;Mikel Merino;;M;;Spain;15;-;-;-;-;-;1;0/0;3/2;4/3;-;-;-;2;-;11;-;1;-;9;78%;5;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;
;M. Odegaard;;M;;Norway;28;-;-;1;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Flekken;;GK;;Netherlands;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;9;-;53;-;4;-;45;82%;9;23;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;6.3
;K. Ajer;;DR;;Norway;69;-;-;-;-;1;-;1/1;1/0;3/1;2;-;-;5;-;25;1;3;-;17;76%;7;4;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;6.4
;N. Collins;;DCR;;Republic of Ireland;90;-;1;-;-;-;-;0/0;2/1;2/1;5;-;-;2;-;43;2;3;-;33;94%;4;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;7.4
;S. van den Berg;;DCL;;Netherlands;90;-;-;-;-;-;-;3/3;5/5;0/8;9;-;-;6;-;50;-;1;-;37;84%;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.1
;K. Lewis-Potter;;DL;;England;90;-;-;-;-;-;1;0/0;1/1;0/2;6;-;-;10;-;31;-;3;-;18;61%;7;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6.1
;B. Mbeumo;;MR;;Cameroon;90;-;-;-;-;2;1;3/3;3/2;13/6;-;-;-;16;-;38;-;8;-;24;67%;12;1;-;-;-;-;-;2;-;6;-;-;-;-;-;-;-;-;6.2
;C. Nørgaard;;MCR;;Denmark;90;-;-;1;-;1;-;1/0;7/4;11/5;2;-;-;8;-;43;1;2;-;28;71%;6;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.0
;V. Janelt;;MCL;;Germany;69;-;-;-;-;-;-;1/1;0/0;0/1;2;-;-;6;-;25;-;4;-;18;72%;4;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;5.8
;M. Damsgaard;;ML;;Denmark;80;-;-;-;-;-;1;1/0;1/0;7/3;3;-;-;7;-;33;2;2;-;21;76%;10;3;-;1;-;-;1;2;-;2;-;-;-;-;-;-;-;-;6.1
;Y. Wissa;;FCR;;DR Congo;90;1;-;-;-;2;2;1/0;1/0;11/3;2;-;-;7;-;27;1;1;-;14;93%;7;1;-;1;1;-;-;3;-;-;-;-;-;-;1;-;1;-;6.9
;K. Schade;;FCL;;Germany;90;-;-;1;-;1;1;3/1;4/1;10/5;1;-;-;9;1;22;1;3;-;9;44%;4;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5.1
;M. Kayode;;D;;Italy;21;-;-;-;-;1;1;3/1;0/0;6/5;-;-;-;4;-;14;-;3;1;6;83%;3;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;7.0
;M. Jensen;;M;;Denmark;10;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;3;-;8;-;-;-;5;80%;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Y. Yarmoliuk;;M;;Ukraine;21;-;-;1;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Robert Sánchez;;GK;;Spain;90;-;-;-;-;-;-;0/0;1/1;0/1;-;1;-;9;-;34;-;10;-;24;63%;4;10;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;5.7
;T. Chalobah;;DR;;England;90;-;-;-;-;-;1;1/1;6/2;9/4;1;-;-;12;-;95;-;3;-;83;88%;25;3;-;2;2;-;-;3;-;2;-;-;-;-;-;-;-;-;6.7
;T. Adarabioyo;;DCR;;England;45;-;-;-;-;-;-;0/0;3/1;4/2;3;-;-;4;-;62;-;1;-;57;93%;7;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.1
;L. Colwill;;DCL;;England;90;-;-;-;-;4;-;2/1;8/4;14/6;1;-;-;9;-;101;2;6;-;86;93%;22;6;-;4;1;1;-;4;-;3;-;-;-;-;-;-;-;-;6.7
;Cucurella;;DL;;Spain;90;-;-;-;-;-;2;1/1;3/2;8/5;-;-;-;12;-;55;1;1;-;38;71%;21;2;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;6.3
;E. Fernández;;DMCR;;Argentina;90;-;-;-;-;-;1;2/0;1/0;6/3;-;-;-;23;-;90;-;6;-;65;80%;37;8;-;3;2;-;-;4;1;12;-;-;-;-;-;-;-;-;7.0
;M. Caicedo;;DMCL;;Ecuador;90;-;-;-;-;-;2;3/1;2/1;10/6;1;-;-;2;-;58;-;7;-;44;100%;21;1;-;3;-;2;-;-;1;-;-;-;-;-;-;-;-;-;6.9
;N. Madueke;;AMR;;England;68;-;-;-;-;1;1;2/2;1/0;8/5;-;-;-;11;1;42;-;-;-;24;79%;19;-;-;4;-;2;2;15;1;4;-;-;-;-;-;-;-;-;6.9
;C. Palmer;;AMC;;England;90;-;1;1;-;-;-;0/0;2/0;8/1;-;-;-;17;-;77;-;4;-;54;91%;39;2;-;6;1;4;1;7;-;5;-;-;-;-;-;-;-;-;7.2
;Pedro Neto;;AML;;Portugal;90;-;-;-;-;-;-;1/0;1/0;4/1;-;-;-;16;-;71;1;2;-;40;93%;27;1;-;5;2;1;-;4;1;17;-;-;-;-;-;-;-;-;7.3
;N. Jackson;;S;;Senegal;87;-;-;1;-;3;-;1/1;6/3;11/4;-;-;-;4;-;20;1;1;-;11;73%;8;-;-;5;-;-;-;7;-;-;-;-;-;-;-;-;-;-;5.9
;M. Gusto;;D;;France;45;-;-;-;-;1;-;0/0;3/1;5/1;-;-;-;5;-;46;-;3;-;42;90%;22;2;-;-;-;-;-;2;-;3;-;-;-;-;-;-;-;-;6.5
;C. Nkunku;;M;;France;3;-;-;-;-;1;-;0/0;1/0;0/0;-;-;-;-;-;2;-;-;-;2;100%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Sancho;;F;;England;22;1;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;
;A. Palmer;;GK;;England;90;-;-;1;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;
;A. Tuanzebe;;DR;;DR Congo;90;-;-;-;-;-;1;3/3;2/2;7/6;5;1;-;7;-;33;2;3;-;16;75%;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.8
