Unnamed: 0;NAME;TEAM;POS;NAT;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
;N. Mazraoui;;DML;;Morocco;83;-;-;-;-;-;-;6/4;3/1;11/7;3;-;-;15;-;70;1;7;-;47;77%;12;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4
;B. Fernandes;;AMCR;;Portugal;90;-;-;-;-;1;1;2/0;3/0;11/3;1;-;-;17;-;85;-;6;-;67;85%;21;3;-;5;2;3;-;5;-;3;-;-;-;-;-;-;-;-;6.7
;A. Garnacho;;AMCL;;Argentina;90;-;-;-;-;-;2;1/0;3/0;14/5;1;-;-;14;1;65;-;8;-;39;82%;18;1;-;7;3;3;2;12;1;1;-;-;-;-;-;-;-;-;7.3
;R. Højlund;;S;;Denmark;53;-;-;-;-;1;1;0/0;6/1;10/2;-;-;-;6;-;17;-;-;-;9;78%;4;-;-;1;-;1;-;3;1;-;-;-;-;-;-;-;-;-;6.0
;T. Collyer;;M;;England;36;-;-;-;-;-;1;2/2;1/0;5/3;-;-;-;1;-;25;-;-;-;21;95%;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4
;J. Zirkzee;;F;;Netherlands;37;-;-;-;-;-;1;0/0;3/2;8/3;-;-;-;8;1;22;-;3;-;13;69%;4;-;-;1;-;1;-;4;1;-;-;-;-;-;-;-;-;-;6.3
;H. Maguire;;D;;England;7;-;-;-;-;-;-;0/0;0/0;0/0;2;-;-;5;-;15;-;-;-;10;80%;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;C. Eriksen;;M;;Denmark;7;-;1;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;8;-;2;-;8;100%;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;
;Antony;;F;;Brazil;45;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;A. Ramsdale;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;2;-;-;19;-;45;-;4;-;36;47%;13;26;-;-;-;-;-;-;-;-;6;3;-;-;-;-;-;-;6.5
;J. Bree;;DR;;England;90;-;-;-;-;1;-;3/3;4/4;9/7;2;-;-;17;-;59;1;7;-;47;68%;14;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.1
;J. Bednarek;;DC;;Poland;83;-;-;-;-;3;1;3/2;8/5;15/9;5;-;-;3;-;58;3;2;-;37;97%;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.5
;T. Harwood-Bellis;;DL;;England;90;-;-;-;-;-;2;5/4;3/2;14/10;4;-;1;9;-;67;-;3;-;50;84%;9;7;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;5.6
;Y. Sugawara;;DMR;;Japan;90;-;-;-;-;1;-;0/0;0/0;0/0;5;-;-;11;-;50;3;2;-;28;79%;11;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;6.3
;L. Ugochukwu;;DMCR;;France;83;-;-;-;-;-;1;4/2;6/5;13/11;3;-;-;5;-;61;-;4;-;41;90%;16;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.5
;J. Aribo;;DMCL;;Nigeria;73;-;-;-;-;-;-;2/1;0/0;5/3;-;-;-;7;-;50;-;11;-;41;88%;7;2;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;6.1
;K. W-Peters;;DML;;England;90;-;-;-;-;2;-;4/2;0/0;8/4;3;-;-;9;-;51;1;3;-;31;84%;13;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.0
;Mateus Fernandes;;AMC;;Portugal;73;-;-;1;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;T. Dibling;;FCR;;England;63;-;-;1;-;1;-;0/0;2/1;9/3;1;-;-;10;-;38;-;3;-;20;75%;6;-;-;3;2;-;2;4;-;-;-;-;-;-;-;-;-;-;6.2
;Kamaldeen;;FCL;;Ghana;90;-;-;-;-;-;1;1/0;2/1;14/8;-;-;-;13;-;44;1;5;-;20;80%;9;2;-;4;1;1;5;5;-;-;-;-;-;-;-;-;-;-;6.5
;W. Smallbone;;M;;Republic of Ireland;27;-;-;-;-;-;1;0/0;1/1;4/2;-;-;-;5;-;14;-;-;-;12;67%;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.5
;F. Downes;;M;;England;17;-;-;1;-;1;-;0/0;1/0;3/1;2;-;-;4;-;12;-;-;-;6;50%;3;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5.5
;A. Armstrong;;F;;England;17;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;1;-;4;-;1;-;2;100%;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5.3
;P. Onuachu;;F;;Nigeria;7;-;-;-;-;1;-;0/0;2/1;3/1;-;-;-;2;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;N. Wood-Gordon;;M;;England;7;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Dúbravka;;GK;;Slovakia;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;8;-;38;-;8;-;25;68%;2;9;-;-;-;-;-;-;-;-;6;4;-;-;-;-;-;-;6.1
;V. Livramento;;DR;;England;90;-;-;-;-;-;2;2/0;3/1;12/6;1;-;-;11;-;53;-;3;-;32;84%;11;2;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;5.0
;S. Botman;;DCR;;Netherlands;45;-;-;-;-;1;1;0/0;2/2;5/3;4;-;-;3;-;23;-;2;-;17;82%;3;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5.5
;D. Burn;;DCL;;England;90;-;-;-;-;-;-;1/0;7/4;9/5;7;-;-;8;-;55;-;1;-;43;81%;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.1
;L. Hall;;DL;;England;66;-;1;-;-;-;-;2/2;3/2;8/4;1;-;-;10;-;48;-;-;-;28;82%;5;4;-;-;-;-;-;2;-;5;-;-;-;-;-;-;-;-;6.5
;B. Guimaraes;;MCR;;Brazil;90;1;-;-;-;1;7;2/1;2/2;20/11;4;-;1;15;-;70;-;5;-;48;83%;22;2;-;1;1;-;-;2;-;1;-;-;-;-;-;-;1;-;6.6
;S. Tonali;;MC;;Italy;90;-;-;-;-;2;2;3/1;2/1;11/6;3;-;-;17;-;75;1;8;-;52;81%;9;2;-;2;1;-;-;3;-;2;-;-;-;-;-;-;-;-;6.2
;Joelinton;;MCL;;Brazil;90;-;-;1;-;2;2;4/2;4/1;19/8;4;-;-;18;-;68;1;8;-;41;76%;19;1;-;2;-;1;1;4;-;-;-;-;-;-;-;-;-;-;5.9
;J. Murphy;;WR;;England;66;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;9;-;33;-;3;-;22;82%;11;2;-;1;-;1;-;5;-;3;-;-;-;-;-;-;-;-;6.0
;A. Isak;;S;;Sweden;90;-;-;-;-;-;-;0/0;3/1;10/4;3;-;-;12;-;42;-;1;-;22;73%;12;-;-;1;-;1;3;5;1;-;-;-;-;-;-;-;-;-;6.5
;A. Gordon;;WL;;England;90;-;-;-;-;-;3;1/1;1/0;11/7;-;-;1;22;1;55;-;3;-;26;73%;18;1;-;4;1;2;3;9;-;10;-;-;-;-;-;-;-;-;5.8
;F. Schär;;D;;Switzerland;45;-;-;-;-;-;-;1/1;3/2;5/3;2;1;-;8;-;26;-;2;1;19;68%;2;3;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;6.0
;K.Trippier;;D;;England;24;-;-;-;-;1;-;0/0;1/0;0/0;1;-;-;7;-;25;1;-;-;13;69%;6;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;5.1
;J. Willock;;M;;England;24;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Kepa;;GK;;Spain;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;16;-;30;-;9;-;22;27%;5;21;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;6.4
;L. Cook;;DR;;England;90;-;-;-;-;3;1;4/2;4/2;14/8;4;-;-;14;-;48;1;3;-;23;70%;10;5;-;-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;6.2
;I. Zabarnyi;;DCR;;Ukraine;90;-;-;-;-;-;1;1/1;4/3;6/5;9;-;-;10;-;44;-;2;-;31;68%;8;11;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.3
;Dean Huijsen;;DCL;;Spain;90;-;-;-;-;-;-;3/3;2/1;5/4;4;-;-;7;-;44;2;7;-;27;81%;7;6;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.9
;M. Kerkez;;DL;;Hungary;90;1;-;1;-;2;-;0/0;1/1;6/4;2;-;-;14;-;60;2;2;-;31;84%;9;7;-;1;1;-;3;1;-;5;-;-;-;-;-;-;-;-;7.4
;T. Adams;;DMCR;;United States;90;-;1;1;-;3;1;3/3;4/1;15/5;4;-;-;6;-;45;2;1;-;30;90%;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.4
;R. Christie;;DMCL;;Scotland;90;-;-;1;-;4;2;9/5;5/2;24/14;5;-;-;11;-;77;3;6;-;43;84%;19;8;-;3;1;1;1;4;1;2;-;-;-;-;-;-;-;-;8.0
;D. Brooks;;AMR;;Wales;82;-;-;-;-;-;1;0/0;1/0;10/3;1;-;-;15;-;46;1;7;-;22;77%;11;-;-;3;3;-;2;5;1;9;-;-;-;-;-;-;-;-;7.2
;J. Kluivert;;AMC;;Netherlands;90;3;1;1;-;1;1;0/0;0/0;6/2;2;-;-;15;-;51;-;7;-;29;79%;20;2;-;3;3;-;1;4;-;5;-;-;-;-;1;1;-;-;10.0
;A. Semenyo;;AML;;Ghana;90;-;1;-;-;3;-;1/0;4/2;12/4;-;-;-;12;-;58;1;2;-;37;86%;24;1;-;2;-;1;1;8;1;-;-;-;-;-;-;-;-;-;7.4
;D. Ouattara;;S;;Burkina Faso;90;-;1;1;-;1;-;0/0;4/1;13/6;2;-;-;13;-;40;-;6;-;21;67%;8;3;-;3;1;1;5;6;1;-;-;-;-;-;-;-;-;-;7.4
;D. Jebbison;;F;;Canada;8;-;-;1;-;1;-;0/0;2/2;6/4;-;-;-;4;-;12;1;1;-;5;60%;2;-;-;2;1;-;2;3;-;-;-;-;-;-;-;-;-;-;
;B. Leno;;GK;;Germany;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;4;-;35;-;8;-;25;84%;1;8;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;8.0
;T. Castagne;;DR;;Belgium;90;-;-;-;-;1;-;4/4;3/1;8/5;3;-;-;20;-;91;2;3;-;68;75%;14;9;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;7.5
;J. Andersen;;DCR;;Denmark;90;-;-;-;-;2;1;1/1;4/1;8/4;6;-;-;14;-;92;-;5;-;82;84%;21;23;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7.0
;C. Bassey;;DCL;;Nigeria;90;-;-;-;-;-;-;0/0;8/7;8/7;6;1;-;8;-;87;-;1;-;74;92%;18;6;-;2;-;1;-;2;-;-;-;-;-;-;-;-;-;-;6.8
;A. Robinson;;DL;;United States;90;-;-;-;-;1;1;3/2;5/4;9/7;3;-;-;18;-;112;3;10;-;74;85%;25;3;-;2;-;1;-;4;-;7;-;-;-;-;-;-;-;-;8.2
;S. Lukić;;DMCR;;Serbia;90;-;1;1;-;1;-;2/1;4/2;13/4;3;-;-;5;-;51;-;4;-;39;90%;11;3;-;3;-;-;-;3;2;2;-;-;-;-;-;-;-;-;7.7
;S. Berge;;DMCL;;Norway;90;-;-;-;-;2;-;6/3;1/0;15/8;1;-;-;7;-;79;1;8;-;63;95%;16;7;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7.4
;H. Wilson;;AMR;;Wales;90;-;1;-;-;1;-;1/1;3/1;7/3;-;-;-;12;-;48;-;1;-;37;76%;20;3;-;1;-;1;1;6;2;3;-;-;-;-;-;-;-;-;7.5
;E. Smith Rowe;;AMC;;England;80;1;-;-;-;-;-;1/0;3/1;4/2;-;-;-;5;-;50;-;4;-;44;93%;25;-;-;2;1;-;-;3;-;-;-;-;-;-;1;1;-;-;7.5
;A. Iwobi;;AML;;Nigeria;45;-;-;-;-;-;-;2/1;0/0;0/3;-;-;-;11;-;35;-;2;-;24;71%;13;2;-;2;-;2;1;4;-;4;-;-;-;-;-;-;-;-;5.9
;R. Jiménez;;S;;Mexico;71;-;-;-;-;-;2;1/0;4/1;12/6;2;1;-;8;2;38;1;2;-;21;76%;8;1;-;2;-;1;2;4;-;3;-;-;-;-;-;-;-;-;5.8
;Rodrigo Muniz;;F;;Brazil;19;-;-;-;-;-;1;0/0;5/2;6/3;1;-;-;1;-;7;-;-;-;2;100%;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.8
;T. Cairney;;M;;Scotland;10;-;-;-;-;-;3;0/0;1/0;4/3;-;-;-;-;-;17;-;2;-;13;100%;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Adama Traoré;;F;;Spain;45;1;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Stolarczyk;;GK;;Poland;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;15;-;36;-;8;-;33;55%;5;22;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;5.7
;J. Justin;;DR;;England;90;-;-;-;-;1;1;0/0;4/1;5/2;3;-;-;15;1;57;1;2;-;35;63%;13;4;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;5.9
;W. Faes;;DCR;;Belgium;90;-;-;1;-;2;-;2/1;4/4;8/6;4;-;-;9;-;57;1;3;-;46;80%;7;6;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.1
;J. Vestergaard;;DCL;;Denmark;90;-;-;1;-;1;-;0/0;4/1;5/1;5;-;-;4;-;52;-;2;-;46;91%;2;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.9
;V. Kristiansen;;DL;;Denmark;90;-;-;-;-;-;-;1/1;4/1;8/3;2;-;-;9;-;58;1;5;-;34;94%;9;1;-;1;-;-;1;2;-;4;-;-;-;-;-;-;-;-;6.3
;H. Winks;;DMCR;;England;64;-;-;-;-;-;-;1/1;0/0;3/1;1;-;-;5;-;35;-;4;-;29;86%;7;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6.1
;B. Soumaré;;DMCL;;France;90;-;-;-;-;1;2;0/0;3/2;10/6;1;-;-;15;-;71;1;8;-;56;86%;9;1;-;-;-;-;2;3;-;2;-;-;-;-;-;-;-;-;6.4
;J. Ayew;;AMR;;Ghana;71;-;-;-;-;-;1;1/1;7/1;19/3;-;-;-;17;-;41;2;3;-;19;68%;8;1;-;3;1;-;-;4;-;1;-;-;-;-;-;-;-;-;5.9
;B. El Khannouss;;AMC;;Morocco;64;-;-;-;-;-;1;2/1;5/4;11/8;-;-;-;14;-;44;-;3;-;28;68%;12;3;-;-;-;-;1;3;-;4;-;-;-;-;-;-;-;-;6.2
;S. Mavididi;;AML;;England;71;-;-;-;-;-;-;0/0;3/2;8/3;-;-;-;9;-;23;-;1;-;14;79%;8;-;-;1;1;-;1;1;-;3;-;-;-;-;-;-;-;-;5.6
;J. Vardy;;S;;England;90;-;-;-;-;1;-;1/1;4/2;7/3;-;-;-;3;1;15;1;1;-;10;70%;6;1;-;1;1;-;-;5;-;-;-;-;-;-;-;-;-;-;6.1
;K. McAteer;;M;;Republic of Ireland;26;-;-;1;-;1;1;1/1;2/2;5/4;2;-;-;2;-;14;1;1;-;6;83%;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.3
;O. Skipp;;M;;England;26;-;-;-;-;1;-;2/1;0/0;4/2;-;-;-;8;-;24;-;1;-;12;58%;4;1;-;1;-;1;-;4;-;-;-;-;-;-;-;-;-;-;5.8
;P. Daka;;F;;Zambia;19;-;-;-;-;-;2;0/0;2/1;3/2;-;-;-;1;-;8;-;-;-;6;83%;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.7
;F. Buonanotte;;M;;Argentina;19;-;-;-;-;-;-;0/0;0/0;5/1;-;-;-;9;-;16;-;1;-;6;50%;1;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5.5
;Ł. Fabiański;;GK;;Poland;90;-;-;-;-;1;-;0/0;0/0;2/1;2;-;-;4;-;45;-;6;-;31;87%;-;11;-;-;-;-;1;-;-;-;5;2;1;-;-;-;-;-;6.4
;K. Mavropanos;;DR;;Greece;79;-;-;1;1;2;-;0/0;3/3;7/4;3;-;-;12;-;68;5;4;-;54;83%;4;3;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;6.4
;M. Kilman;;DC;;England;90;-;-;-;-;-;-;1/1;7/5;8/6;5;1;-;13;-;94;1;5;-;85;86%;9;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.2
;A. Cresswell;;DL;;England;56;-;-;-;-;-;-;0/0;2/2;0/2;-;-;-;13;-;46;1;1;-;36;78%;8;5;-;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;6.0
;A. W-Bissaka;;DMR;;DR Congo;90;-;-;-;-;-;-;2/2;0/0;7/5;6;-;-;19;-;90;1;5;-;66;79%;17;4;-;1;-;-;3;1;-;2;-;-;-;-;-;-;-;-;7.0
;E. Álvarez;;DMCR;;Mexico;83;-;-;1;-;4;2;4/3;1/1;14/7;1;-;-;8;-;57;1;4;-;41;85%;9;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6.2
;G. Rodríguez;;DMCL;;Argentina;45;-;-;-;-;-;1;0/0;1/0;3/2;4;-;-;5;-;30;1;3;-;23;78%;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.0
;Emerson;;DML;;Italy;56;-;-;-;-;-;1;0/0;0/0;3/1;1;-;-;11;-;29;-;2;-;20;60%;8;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;5.5
;Lucas Paquetá;;AMCR;;Brazil;56;-;-;-;-;1;-;1/0;4/1;7/2;-;-;-;12;-;31;-;3;-;21;62%;12;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5.4
;T. Souček;;AMCL;;Czechia;90;-;-;-;-;2;2;1/0;4/3;9/5;2;-;-;11;-;56;-;1;-;46;78%;8;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.0
;K. Mohammed;;S;;Ghana;90;-;-;-;-;1;4;1/0;1/0;22/9;-;-;-;17;1;53;-;3;-;27;89%;9;4;-;1;-;1;4;3;-;1;-;-;-;-;-;-;-;-;6.2
;L. Orford;;M;;England;34;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;4;-;35;1;5;-;33;88%;6;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.3
;O. Scarles;;D;;England;34;-;-;-;-;-;-;0/0;1/1;4/2;-;-;-;6;-;32;-;1;-;21;95%;7;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;6.0
;D. Ings;;F;;England;34;-;-;-;-;-;-;1/0;1/0;2/1;-;-;-;2;-;12;-;1;-;8;75%;3;-;-;1;-;1;-;3;-;-;-;-;-;-;-;-;-;-;5.7
;Carlos Soler;;M;;Spain;45;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Luis Guilherme;;M;;Brazil;7;-;-;-;-;-;-;0/0;1/1;0/1;-;-;-;1;-;5;-;1;-;5;80%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;D. Henderson;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;13;-;34;-;6;-;33;61%;5;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.2
;C. Richards;;DR;;United States;90;-;-;-;-;-;-;0/0;2/1;2/1;5;-;-;7;-;71;2;2;-;58;90%;8;2;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;7.4
;M. Lacroix;;DC;;France;90;-;-;-;-;2;1;2/2;3/1;8/4;4;-;-;9;-;84;3;3;-;73;88%;2;8;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;7.9
;M. Guéhi;;DL;;England;90;-;-;-;-;-;1;2/2;4/3;9/6;2;-;-;12;-;77;3;9;-;67;82%;9;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.9
;D. Muñoz;;DMR;;Colombia;90;-;-;-;-;1;-;2/1;1/0;7/2;3;-;-;9;-;54;2;4;-;35;80%;11;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.2
;W. Hughes;;DMCR;;England;90;-;-;-;-;3;2;3/2;3/2;12/7;1;-;-;12;-;58;1;-;-;41;85%;14;3;-;-;-;-;-;1;-;6;-;-;-;-;-;-;-;-;6.8
;D. Kamada;;DMCL;;Japan;90;-;-;-;-;2;1;3/1;1/0;9/5;-;-;-;7;-;69;2;4;-;54;91%;14;2;-;2;-;-;1;1;-;2;-;-;-;-;-;-;-;-;6.7
;T. Mitchell;;DML;;England;90;-;-;-;-;-;2;5/1;2/1;12/8;1;-;-;20;-;69;1;2;-;33;67%;10;5;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;5.5
;I. Sarr;;AMCR;;Senegal;68;-;-;-;-;1;-;0/0;2/1;3/1;1;-;-;15;-;26;1;2;-;20;40%;11;1;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;5.4
;Eberechi Eze;;AMCL;;England;78;-;1;-;-;-;3;2/1;1/0;16/7;-;-;-;14;-;60;1;4;-;33;94%;15;1;-;2;-;-;2;2;-;5;-;-;-;-;-;-;-;-;7.0
;J. Mateta;;S;;France;90;2;-;-;-;-;2;0/0;7/1;13/4;-;-;-;6;-;23;-;3;-;13;85%;7;-;1;3;3;-;1;2;1;1;-;-;-;-;1;1;-;-;7.8
;J. Devenny;;M;;Northern Ireland;22;-;-;-;-;-;-;0/0;1/0;0/0;-;-;-;2;-;11;-;2;-;9;78%;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6.2
;E. Nketiah;;F;;England;12;-;-;-;-;-;1;0/0;0/0;2/1;-;-;-;2;-;8;-;1;-;3;67%;2;-;-;2;1;1;-;4;-;-;-;-;-;-;-;-;-;1;
;Alisson;;GK;;Brazil;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;5;-;33;-;8;-;20;75%;1;12;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;8.8
;T. A-Arnold;;DR;;England;90;-;1;-;-;-;-;1/1;1/0;5/2;3;-;-;17;-;85;2;6;-;55;87%;36;3;-;4;-;3;1;4;1;12;-;-;-;-;-;-;-;-;8.3
;I. Konaté;;DCR;;France;90;-;-;-;-;4;-;1/1;9/5;16/6;5;-;-;4;-;64;1;5;-;49;92%;19;1;-;3;-;1;-;2;1;-;-;-;-;-;-;-;-;-;7.3
;V. van Dijk;;DCL;;Netherlands;90;-;-;-;-;-;1;1/1;5/3;8/5;5;-;-;4;-;60;-;5;-;50;92%;18;6;-;2;-;1;-;4;-;-;-;-;-;-;-;-;-;-;6.9
;K. Tsimikas;;DL;;Greece;65;-;-;1;-;1;-;0/0;0/0;0/0;1;-;-;7;-;48;1;5;-;33;100%;16;1;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;6.4
;R. Gravenberch;;DMCR;;Netherlands;90;-;-;-;-;1;-;3/0;0/0;5/3;-;-;-;7;-;55;-;6;-;45;91%;20;3;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;6.4
;A. Mac Allister;;DMCL;;Argentina;80;-;-;-;-;2;3;1/0;1/1;10/7;1;-;-;5;-;61;-;1;-;47;91%;30;4;-;4;-;3;2;4;-;1;-;-;-;-;-;-;-;-;6.8
;M. Salah;;AMR;;Egypt;90;-;-;-;-;-;-;1/0;0/0;2/1;-;-;-;15;-;48;-;2;-;38;68%;27;1;-;3;1;1;-;19;1;-;-;-;-;-;-;-;-;-;6.9
;D. Szoboszlai;;AMC;;Hungary;80;-;-;1;-;2;1;0/0;2/0;8/2;-;-;-;7;-;51;-;5;-;33;91%;17;2;-;7;1;4;1;8;-;1;-;-;-;-;-;-;-;-;6.4
;C. Gakpo;;AML;;Netherlands;87;-;-;-;-;1;1;1/1;1/1;5/3;1;-;-;10;-;45;-;4;-;34;82%;25;1;-;3;1;-;-;5;-;3;-;-;-;-;-;-;-;-;6.5
;L. Díaz;;S;;Colombia;65;-;-;-;-;2;-;1/1;2/0;10/3;-;-;-;7;-;38;-;2;-;24;83%;18;-;-;6;2;2;2;8;-;1;-;-;-;-;-;-;-;-;6.6
;D. Núñez;;F;;Uruguay;25;2;-;1;-;1;-;0/0;2/1;5/2;-;-;-;3;-;10;-;-;-;4;50%;3;-;-;4;2;-;1;5;-;-;-;-;-;-;1;1;-;-;8.1
;A. Robertson;;D;;Scotland;25;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;F. Chiesa;;M;;Italy;3;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;3;-;9;-;-;-;7;86%;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;
;C. Jones;;M;;England;10;-;-;-;-;-;-;0/0;1/1;3/1;-;-;-;3;-;18;-;1;-;16;94%;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;H. Elliott;;M;;England;10;-;1;-;-;-;-;0/0;0/0;0/0;-;-;-;2;-;8;-;1;-;8;75%;4;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;
;M. Flekken;;GK;;Netherlands;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;14;-;65;-;10;-;50;76%;8;21;-;-;-;-;-;-;-;-;6;2;-;-;-;-;-;-;7.1
;M. Roerslev;;DR;;Denmark;90;-;-;1;-;1;2;1/0;1/0;8/5;2;-;-;7;-;39;1;1;-;23;78%;5;1;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;6.2
;N. Collins;;DCR;;Republic of Ireland;90;-;-;-;-;-;2;2/1;5/3;10/7;9;-;-;8;-;61;1;3;-;38;84%;4;5;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;6.2
